NC_000964.3|slice_1472000_1474000	NC_000964.3|slice_1472000_1474000
NC_000964.3|slice_1504000_1506000	NC_000964.3|slice_1504000_1506000
NC_000964.3|slice_1536000_1538000	NC_000964.3|slice_1536000_1538000
NC_000964.3|slice_1568000_1570000	NC_000964.3|slice_1568000_1570000
NC_000964.3|slice_1600000_1602000	NC_000964.3|slice_1600000_1602000
NC_000964.3|slice_1632000_1634000	NC_000964.3|slice_1632000_1634000
NC_000964.3|slice_1664000_1666000	NC_000964.3|slice_1664000_1666000
NC_000964.3|slice_1696000_1698000	NC_000964.3|slice_1696000_1698000
NC_000964.3|slice_1728000_1730000	NC_000964.3|slice_1728000_1730000
NC_000964.3|slice_1760000_1762000	NC_000964.3|slice_1760000_1762000
NC_000964.3|slice_1792000_1794000	NC_000964.3|slice_1792000_1794000
NC_000964.3|slice_1824000_1826000	NC_000964.3|slice_1824000_1826000
NC_000964.3|slice_1856000_1858000	NC_000964.3|slice_1856000_1858000
NC_000964.3|slice_1888000_1890000	NC_000964.3|slice_1888000_1890000
NC_000964.3|slice_1920000_1922000	NC_000964.3|slice_1920000_1922000
NC_000964.3|slice_1952000_1954000	NC_000964.3|slice_1952000_1954000
NC_000964.3|slice_1984000_1986000	NC_000964.3|slice_1984000_1986000
NC_000964.3|slice_2016000_2018000	NC_000964.3|slice_2016000_2018000
NC_000964.3|slice_2048000_2050000	NC_000964.3|slice_2048000_2050000
NC_000964.3|slice_2080000_2082000	NC_000964.3|slice_2080000_2082000
NC_000964.3|slice_2112000_2114000	NC_000964.3|slice_2112000_2114000
NC_000964.3|slice_2144000_2146000	NC_000964.3|slice_2144000_2146000
NC_000964.3|slice_2176000_2178000	NC_000964.3|slice_2176000_2178000
NC_000964.3|slice_2208000_2210000	NC_000964.3|slice_2208000_2210000
NC_000964.3|slice_2240000_2242000	NC_000964.3|slice_2240000_2242000
NC_000964.3|slice_2272000_2274000	NC_000964.3|slice_2272000_2274000
NC_000964.3|slice_2304000_2306000	NC_000964.3|slice_2304000_2306000
NC_000964.3|slice_2336000_2338000	NC_000964.3|slice_2336000_2338000
NC_000964.3|slice_2368000_2370000	NC_000964.3|slice_2368000_2370000
NC_000964.3|slice_2400000_2402000	NC_000964.3|slice_2400000_2402000
NC_000964.3|slice_2432000_2434000	NC_000964.3|slice_2432000_2434000
NC_000964.3|slice_2464000_2466000	NC_000964.3|slice_2464000_2466000
NC_000964.3|slice_2496000_2498000	NC_000964.3|slice_2496000_2498000
NC_000964.3|slice_2528000_2530000	NC_000964.3|slice_2528000_2530000
NC_000964.3|slice_2560000_2562000	NC_000964.3|slice_2560000_2562000
NC_000964.3|slice_2592000_2594000	NC_000964.3|slice_2592000_2594000
NC_000964.3|slice_2624000_2626000	NC_000964.3|slice_2624000_2626000
NC_000964.3|slice_2656000_2658000	NC_000964.3|slice_2656000_2658000
NC_000964.3|slice_2688000_2690000	NC_000964.3|slice_2688000_2690000
NC_000964.3|slice_2720000_2722000	NC_000964.3|slice_2720000_2722000
NC_000964.3|slice_2752000_2754000	NC_000964.3|slice_2752000_2754000
NC_000964.3|slice_2784000_2786000	NC_000964.3|slice_2784000_2786000
NC_000964.3|slice_2816000_2818000	NC_000964.3|slice_2816000_2818000
NC_000964.3|slice_2848000_2850000	NC_000964.3|slice_2848000_2850000
NC_000964.3|slice_2880000_2882000	NC_000964.3|slice_2880000_2882000
NC_000964.3|slice_2912000_2914000	NC_000964.3|slice_2912000_2914000
NC_000964.3|slice_2944000_2946000	NC_000964.3|slice_2944000_2946000
NC_000964.3|slice_2976000_2978000	NC_000964.3|slice_2976000_2978000
NC_000964.3|slice_3008000_3010000	NC_000964.3|slice_3008000_3010000
NC_000964.3|slice_3040000_3042000	NC_000964.3|slice_3040000_3042000
NC_000964.3|slice_3072000_3074000	NC_000964.3|slice_3072000_3074000
NC_000964.3|slice_3104000_3106000	NC_000964.3|slice_3104000_3106000
NC_000964.3|slice_3136000_3138000	NC_000964.3|slice_3136000_3138000
NC_000964.3|slice_3168000_3170000	NC_000964.3|slice_3168000_3170000
NC_000964.3|slice_3200000_3202000	NC_000964.3|slice_3200000_3202000
NC_000964.3|slice_3232000_3234000	NC_000964.3|slice_3232000_3234000
NC_000964.3|slice_3264000_3266000	NC_000964.3|slice_3264000_3266000
NC_000964.3|slice_3296000_3298000	NC_000964.3|slice_3296000_3298000
NC_000964.3|slice_3328000_3330000	NC_000964.3|slice_3328000_3330000
NC_000964.3|slice_3360000_3362000	NC_000964.3|slice_3360000_3362000
NC_000964.3|slice_3392000_3394000	NC_000964.3|slice_3392000_3394000
NC_000964.3|slice_3424000_3426000	NC_000964.3|slice_3424000_3426000
NC_000964.3|slice_3456000_3458000	NC_000964.3|slice_3456000_3458000
NC_000964.3|slice_3488000_3490000	NC_000964.3|slice_3488000_3490000
NC_000964.3|slice_3520000_3522000	NC_000964.3|slice_3520000_3522000
NC_000964.3|slice_3552000_3554000	NC_000964.3|slice_3552000_3554000
NC_000964.3|slice_3584000_3586000	NC_000964.3|slice_3584000_3586000
NC_000964.3|slice_3616000_3618000	NC_000964.3|slice_3616000_3618000
NC_000964.3|slice_3648000_3650000	NC_000964.3|slice_3648000_3650000
NC_000964.3|slice_3680000_3682000	NC_000964.3|slice_3680000_3682000
NC_000964.3|slice_3712000_3714000	NC_000964.3|slice_3712000_3714000
NC_000964.3|slice_3744000_3746000	NC_000964.3|slice_3744000_3746000
NC_000964.3|slice_3776000_3778000	NC_000964.3|slice_3776000_3778000
NC_000964.3|slice_3808000_3810000	NC_000964.3|slice_3808000_3810000
NC_000964.3|slice_3840000_3842000	NC_000964.3|slice_3840000_3842000
NC_000964.3|slice_3872000_3874000	NC_000964.3|slice_3872000_3874000
NC_000964.3|slice_3904000_3906000	NC_000964.3|slice_3904000_3906000
NC_000964.3|slice_3936000_3938000	NC_000964.3|slice_3936000_3938000
NC_000964.3|slice_3968000_3970000	NC_000964.3|slice_3968000_3970000
NC_000964.3|slice_4000000_4002000	NC_000964.3|slice_4000000_4002000
NC_000964.3|slice_4032000_4034000	NC_000964.3|slice_4032000_4034000
NC_000964.3|slice_4064000_4066000	NC_000964.3|slice_4064000_4066000
NC_000964.3|slice_4096000_4098000	NC_000964.3|slice_4096000_4098000
NC_000964.3|slice_4128000_4130000	NC_000964.3|slice_4128000_4130000
NC_000964.3|slice_4160000_4162000	NC_000964.3|slice_4160000_4162000
NC_000964.3|slice_4192000_4194000	NC_000964.3|slice_4192000_4194000
U00096.2|slice_10000_12000	U00096.2|slice_10000_12000
U00096.2|slice_10000_12000	NC_002695.1|slice_10000_12000
U00096.2|slice_10000_12000	NC_000913.3|slice_10000_12000
U00096.2|slice_42000_44000	U00096.2|slice_42000_44000
U00096.2|slice_42000_44000	NC_000913.3|slice_42000_44000
U00096.2|slice_74000_76000	U00096.2|slice_74000_76000
U00096.2|slice_74000_76000	NC_002695.1|slice_79000_81000
U00096.2|slice_74000_76000	NC_000913.3|slice_74000_76000
U00096.2|slice_106000_108000	U00096.2|slice_106000_108000
U00096.2|slice_106000_108000	NC_002695.1|slice_111000_113000
U00096.2|slice_106000_108000	NC_000913.3|slice_106000_108000
U00096.2|slice_138000_140000	U00096.2|slice_138000_140000
U00096.2|slice_138000_140000	NC_002695.1|slice_142000_144000
U00096.2|slice_138000_140000	NC_000913.3|slice_138000_140000
U00096.2|slice_170000_172000	U00096.2|slice_170000_172000
U00096.2|slice_170000_172000	NC_002695.1|slice_174000_176000
U00096.2|slice_170000_172000	NC_000913.3|slice_170000_172000
U00096.2|slice_202000_204000	U00096.2|slice_202000_204000
U00096.2|slice_202000_204000	NC_014121.1|slice_995000_997000
U00096.2|slice_202000_204000	NC_002695.1|slice_205000_207000
U00096.2|slice_202000_204000	NC_016845.1|slice_980000_982000
U00096.2|slice_202000_204000	NC_000913.3|slice_202000_204000
U00096.2|slice_234000_236000	U00096.2|slice_234000_236000
U00096.2|slice_234000_236000	NC_000913.3|slice_234000_236000
U00096.2|slice_266000_268000	U00096.2|slice_266000_268000
U00096.2|slice_266000_268000	NC_000913.3|slice_267000_269000
U00096.2|slice_266000_268000	U00096.2|slice_2766000_2768000
U00096.2|slice_266000_268000	NC_000913.3|slice_2768000_2770000
U00096.2|slice_298000_300000	U00096.2|slice_298000_300000
U00096.2|slice_298000_300000	NC_002695.1|slice_331000_333000
U00096.2|slice_298000_300000	NC_000913.3|slice_299000_301000
U00096.2|slice_330000_332000	U00096.2|slice_330000_332000
U00096.2|slice_330000_332000	NC_000913.3|slice_331000_333000
U00096.2|slice_362000_364000	U00096.2|slice_362000_364000
U00096.2|slice_362000_364000	NC_000913.3|slice_363000_365000
U00096.2|slice_362000_364000	NC_014121.1|slice_3771000_3773000
U00096.2|slice_394000_396000	U00096.2|slice_394000_396000
U00096.2|slice_394000_396000	NC_000913.3|slice_395000_397000
U00096.2|slice_426000_428000	U00096.2|slice_426000_428000
U00096.2|slice_426000_428000	NC_014121.1|slice_1199000_1201000
U00096.2|slice_426000_428000	NC_000913.3|slice_427000_429000
U00096.2|slice_426000_428000	NC_016845.1|slice_1156000_1158000
U00096.2|slice_458000_460000	U00096.2|slice_458000_460000
U00096.2|slice_458000_460000	NC_014121.1|slice_1231000_1233000
U00096.2|slice_458000_460000	NC_016845.1|slice_1199000_1201000
U00096.2|slice_458000_460000	NC_002695.1|slice_525000_527000
U00096.2|slice_458000_460000	NC_000913.3|slice_459000_461000
U00096.2|slice_490000_492000	U00096.2|slice_490000_492000
U00096.2|slice_490000_492000	NC_002695.1|slice_557000_559000
U00096.2|slice_490000_492000	NC_000913.3|slice_491000_493000
U00096.2|slice_522000_524000	U00096.2|slice_522000_524000
U00096.2|slice_522000_524000	NC_000913.3|slice_523000_525000
U00096.2|slice_554000_556000	U00096.2|slice_554000_556000
U00096.2|slice_554000_556000	NC_002695.1|slice_647000_649000
U00096.2|slice_554000_556000	NC_000913.3|slice_555000_557000
U00096.2|slice_586000_588000	U00096.2|slice_586000_588000
U00096.2|slice_586000_588000	NC_002695.1|slice_658000_660000
U00096.2|slice_586000_588000	NC_000913.3|slice_587000_589000
U00096.2|slice_618000_620000	U00096.2|slice_618000_620000
U00096.2|slice_618000_620000	NC_000913.3|slice_619000_621000
U00096.2|slice_650000_652000	U00096.2|slice_650000_652000
U00096.2|slice_650000_652000	NC_000913.3|slice_651000_653000
U00096.2|slice_650000_652000	NC_002695.1|slice_732000_734000
U00096.2|slice_682000_684000	U00096.2|slice_682000_684000
U00096.2|slice_682000_684000	NC_002695.1|slice_764000_766000
U00096.2|slice_682000_684000	NC_000913.3|slice_683000_685000
U00096.2|slice_714000_716000	U00096.2|slice_714000_716000
U00096.2|slice_714000_716000	NC_000913.3|slice_715000_717000
U00096.2|slice_746000_748000	U00096.2|slice_746000_748000
U00096.2|slice_746000_748000	NC_000913.3|slice_747000_749000
U00096.2|slice_778000_780000	U00096.2|slice_778000_780000
U00096.2|slice_778000_780000	NC_002695.1|slice_863000_865000
U00096.2|slice_778000_780000	NC_000913.3|slice_779000_781000
U00096.2|slice_778000_780000	NC_014121.1|slice_3036000_3038000
U00096.2|slice_810000_812000	U00096.2|slice_810000_812000
U00096.2|slice_810000_812000	NC_002695.1|slice_933000_935000
U00096.2|slice_810000_812000	NC_000913.3|slice_811000_813000
U00096.2|slice_842000_844000	U00096.2|slice_842000_844000
U00096.2|slice_842000_844000	NC_002695.1|slice_967000_969000
U00096.2|slice_842000_844000	NC_000913.3|slice_843000_845000
U00096.2|slice_874000_876000	U00096.2|slice_874000_876000
U00096.2|slice_874000_876000	NC_002695.1|slice_999000_1001000
U00096.2|slice_874000_876000	NC_000913.3|slice_875000_877000
U00096.2|slice_906000_908000	U00096.2|slice_906000_908000
U00096.2|slice_906000_908000	NC_002695.1|slice_1038000_1040000
U00096.2|slice_906000_908000	NC_000913.3|slice_907000_909000
U00096.2|slice_938000_940000	U00096.2|slice_938000_940000
U00096.2|slice_938000_940000	NC_016845.1|slice_1862000_1864000
U00096.2|slice_938000_940000	NC_002695.1|slice_1070000_1072000
U00096.2|slice_938000_940000	NC_000913.3|slice_939000_941000
U00096.2|slice_938000_940000	NC_014121.1|slice_2806000_2808000
U00096.2|slice_970000_972000	U00096.2|slice_970000_972000
U00096.2|slice_970000_972000	NC_000913.3|slice_971000_973000
U00096.2|slice_1002000_1004000	U00096.2|slice_1002000_1004000
U00096.2|slice_1002000_1004000	NC_002695.1|slice_1132000_1134000
U00096.2|slice_1002000_1004000	NC_000913.3|slice_1003000_1005000
U00096.2|slice_1034000_1036000	U00096.2|slice_1034000_1036000
U00096.2|slice_1034000_1036000	NC_002695.1|slice_1214000_1216000
U00096.2|slice_1034000_1036000	NC_000913.3|slice_1035000_1037000
U00096.2|slice_1066000_1068000	U00096.2|slice_1066000_1068000
U00096.2|slice_1066000_1068000	NC_000913.3|slice_1067000_1069000
U00096.2|slice_1098000_1100000	U00096.2|slice_1098000_1100000
U00096.2|slice_1098000_1100000	NC_002695.1|slice_1458000_1460000
U00096.2|slice_1098000_1100000	NC_000913.3|slice_1099000_1101000
U00096.2|slice_1130000_1132000	U00096.2|slice_1130000_1132000
U00096.2|slice_1130000_1132000	NC_002695.1|slice_1490000_1492000
U00096.2|slice_1130000_1132000	NC_000913.3|slice_1131000_1133000
U00096.2|slice_1162000_1164000	U00096.2|slice_1162000_1164000
U00096.2|slice_1162000_1164000	NC_002695.1|slice_1522000_1524000
U00096.2|slice_1162000_1164000	NC_000913.3|slice_1163000_1165000
U00096.2|slice_1194000_1196000	U00096.2|slice_1194000_1196000
U00096.2|slice_1194000_1196000	NC_000913.3|slice_1195000_1197000
U00096.2|slice_1226000_1228000	U00096.2|slice_1226000_1228000
U00096.2|slice_1226000_1228000	NC_000913.3|slice_1227000_1229000
U00096.2|slice_1226000_1228000	NC_002695.1|slice_1668000_1670000
U00096.2|slice_1258000_1260000	U00096.2|slice_1258000_1260000
U00096.2|slice_1258000_1260000	NC_002695.1|slice_1705000_1707000
U00096.2|slice_1258000_1260000	NC_000913.3|slice_1259000_1261000
U00096.2|slice_1290000_1292000	U00096.2|slice_1290000_1292000
U00096.2|slice_1290000_1292000	NC_002695.1|slice_1736000_1738000
U00096.2|slice_1290000_1292000	NC_000913.3|slice_1291000_1293000
U00096.2|slice_1322000_1324000	U00096.2|slice_1322000_1324000
U00096.2|slice_1322000_1324000	NC_000913.3|slice_1324000_1326000
U00096.2|slice_1322000_1324000	NC_002695.1|slice_1825000_1827000
U00096.2|slice_1354000_1356000	U00096.2|slice_1354000_1356000
U00096.2|slice_1354000_1356000	NC_000913.3|slice_1356000_1358000
U00096.2|slice_1354000_1356000	NC_002695.1|slice_1864000_1866000
U00096.2|slice_1386000_1388000	U00096.2|slice_1386000_1388000
U00096.2|slice_1386000_1388000	NC_000913.3|slice_1388000_1390000
U00096.2|slice_1386000_1388000	NC_002695.1|slice_1896000_1898000
U00096.2|slice_1418000_1420000	U00096.2|slice_1418000_1420000
U00096.2|slice_1418000_1420000	NC_000913.3|slice_1420000_1422000
U00096.2|slice_1450000_1452000	U00096.2|slice_1450000_1452000
U00096.2|slice_1450000_1452000	NC_000913.3|slice_1452000_1454000
U00096.2|slice_1482000_1484000	U00096.2|slice_1482000_1484000
U00096.2|slice_1482000_1484000	NC_000913.3|slice_1484000_1486000
U00096.2|slice_1482000_1484000	NC_016845.1|slice_2415000_2417000
U00096.2|slice_1482000_1484000	NC_002695.1|slice_2000000_2002000
U00096.2|slice_1482000_1484000	NC_014121.1|slice_2144000_2146000
U00096.2|slice_1514000_1516000	U00096.2|slice_1514000_1516000
U00096.2|slice_1514000_1516000	NC_000913.3|slice_1516000_1518000
U00096.2|slice_1514000_1516000	NC_002695.1|slice_2032000_2034000
U00096.2|slice_1546000_1548000	U00096.2|slice_1546000_1548000
U00096.2|slice_1546000_1548000	NC_000913.3|slice_1548000_1550000
U00096.2|slice_1546000_1548000	NC_014121.1|slice_1934000_1936000
U00096.2|slice_1546000_1548000	NC_002695.1|slice_2069000_2071000
U00096.2|slice_1546000_1548000	NC_016845.1|slice_2836000_2838000
U00096.2|slice_1578000_1580000	U00096.2|slice_1578000_1580000
U00096.2|slice_1578000_1580000	NC_000913.3|slice_1580000_1582000
U00096.2|slice_1578000_1580000	NC_002695.1|slice_2101000_2103000
U00096.2|slice_1610000_1612000	U00096.2|slice_1610000_1612000
U00096.2|slice_1610000_1612000	NC_000913.3|slice_1612000_1614000
U00096.2|slice_1610000_1612000	NC_002695.1|slice_2136000_2138000
U00096.2|slice_1642000_1644000	U00096.2|slice_1642000_1644000
U00096.2|slice_1642000_1644000	NC_000913.3|slice_1644000_1646000
U00096.2|slice_1674000_1676000	U00096.2|slice_1674000_1676000
U00096.2|slice_1674000_1676000	NC_000913.3|slice_1676000_1678000
U00096.2|slice_1674000_1676000	NC_002695.1|slice_2276000_2278000
U00096.2|slice_1674000_1676000	NC_014121.1|slice_2317000_2319000
U00096.2|slice_1674000_1676000	NC_016845.1|slice_2464000_2466000
U00096.2|slice_1706000_1708000	U00096.2|slice_1706000_1708000
U00096.2|slice_1706000_1708000	NC_000913.3|slice_1708000_1710000
U00096.2|slice_1706000_1708000	NC_002695.1|slice_2308000_2310000
U00096.2|slice_1738000_1740000	U00096.2|slice_1738000_1740000
U00096.2|slice_1738000_1740000	NC_000913.3|slice_1740000_1742000
U00096.2|slice_1738000_1740000	NC_002695.1|slice_2340000_2342000
U00096.2|slice_1770000_1772000	U00096.2|slice_1770000_1772000
U00096.2|slice_1770000_1772000	NC_000913.3|slice_1772000_1774000
U00096.2|slice_1770000_1772000	NC_002695.1|slice_2372000_2374000
U00096.2|slice_1802000_1804000	U00096.2|slice_1802000_1804000
U00096.2|slice_1802000_1804000	NC_000913.3|slice_1804000_1806000
U00096.2|slice_1802000_1804000	NC_002695.1|slice_2404000_2406000
U00096.2|slice_1834000_1836000	U00096.2|slice_1834000_1836000
U00096.2|slice_1834000_1836000	NC_000913.3|slice_1836000_1838000
U00096.2|slice_1866000_1868000	U00096.2|slice_1866000_1868000
U00096.2|slice_1866000_1868000	NC_000913.3|slice_1868000_1870000
U00096.2|slice_1898000_1900000	U00096.2|slice_1898000_1900000
U00096.2|slice_1898000_1900000	NC_000913.3|slice_1900000_1902000
U00096.2|slice_1898000_1900000	NC_002695.1|slice_2502000_2504000
U00096.2|slice_1930000_1932000	U00096.2|slice_1930000_1932000
U00096.2|slice_1930000_1932000	NC_000913.3|slice_1932000_1934000
U00096.2|slice_1930000_1932000	NC_002695.1|slice_2534000_2536000
U00096.2|slice_1930000_1932000	NC_016845.1|slice_3361000_3363000
U00096.2|slice_1930000_1932000	NC_014121.1|slice_1468000_1470000
U00096.2|slice_1962000_1964000	U00096.2|slice_1962000_1964000
U00096.2|slice_1962000_1964000	NC_000913.3|slice_1964000_1966000
U00096.2|slice_1962000_1964000	NC_002695.1|slice_2566000_2568000
U00096.2|slice_1994000_1996000	U00096.2|slice_1994000_1996000
U00096.2|slice_1994000_1996000	NC_000913.3|slice_1996000_1998000
U00096.2|slice_1994000_1996000	NC_002695.1|slice_2618000_2620000
U00096.2|slice_2026000_2028000	U00096.2|slice_2026000_2028000
U00096.2|slice_2026000_2028000	NC_000913.3|slice_2028000_2030000
U00096.2|slice_2058000_2060000	U00096.2|slice_2058000_2060000
U00096.2|slice_2058000_2060000	NC_000913.3|slice_2060000_2062000
U00096.2|slice_2090000_2092000	U00096.2|slice_2090000_2092000
U00096.2|slice_2090000_2092000	NC_000913.3|slice_2092000_2094000
U00096.2|slice_2090000_2092000	NC_002695.1|slice_2764000_2766000
U00096.2|slice_2090000_2092000	NC_014121.1|slice_3398000_3400000
U00096.2|slice_2122000_2124000	U00096.2|slice_2122000_2124000
U00096.2|slice_2122000_2124000	NC_000913.3|slice_2124000_2126000
U00096.2|slice_2122000_2124000	NC_002695.1|slice_2799000_2801000
U00096.2|slice_2154000_2156000	U00096.2|slice_2154000_2156000
U00096.2|slice_2154000_2156000	NC_000913.3|slice_2156000_2158000
U00096.2|slice_2186000_2188000	U00096.2|slice_2186000_2188000
U00096.2|slice_2186000_2188000	NC_000913.3|slice_2188000_2190000
U00096.2|slice_2186000_2188000	NC_002695.1|slice_2864000_2866000
U00096.2|slice_2218000_2220000	U00096.2|slice_2218000_2220000
U00096.2|slice_2218000_2220000	NC_000913.3|slice_2220000_2222000
U00096.2|slice_2218000_2220000	NC_016845.1|slice_3648000_3650000
U00096.2|slice_2218000_2220000	NC_002695.1|slice_2949000_2951000
U00096.2|slice_2250000_2252000	U00096.2|slice_2250000_2252000
U00096.2|slice_2250000_2252000	NC_000913.3|slice_2252000_2254000
U00096.2|slice_2250000_2252000	NC_002695.1|slice_2987000_2989000
U00096.2|slice_2282000_2284000	U00096.2|slice_2282000_2284000
U00096.2|slice_2282000_2284000	NC_000913.3|slice_2284000_2286000
U00096.2|slice_2282000_2284000	NC_002695.1|slice_3019000_3021000
U00096.2|slice_2314000_2316000	U00096.2|slice_2314000_2316000
U00096.2|slice_2314000_2316000	NC_000913.3|slice_2316000_2318000
U00096.2|slice_2314000_2316000	NC_002695.1|slice_3049000_3051000
U00096.2|slice_2346000_2348000	U00096.2|slice_2346000_2348000
U00096.2|slice_2346000_2348000	NC_000913.3|slice_2348000_2350000
U00096.2|slice_2378000_2380000	U00096.2|slice_2378000_2380000
U00096.2|slice_2378000_2380000	NC_000913.3|slice_2380000_2382000
U00096.2|slice_2410000_2412000	U00096.2|slice_2410000_2412000
U00096.2|slice_2410000_2412000	NC_000913.3|slice_2412000_2414000
U00096.2|slice_2410000_2412000	NC_002695.1|slice_3138000_3140000
U00096.2|slice_2410000_2412000	NC_014121.1|slice_3718000_3720000
U00096.2|slice_2442000_2444000	U00096.2|slice_2442000_2444000
U00096.2|slice_2442000_2444000	NC_000913.3|slice_2444000_2446000
U00096.2|slice_2442000_2444000	NC_002695.1|slice_3170000_3172000
U00096.2|slice_2474000_2476000	U00096.2|slice_2474000_2476000
U00096.2|slice_2474000_2476000	NC_000913.3|slice_2476000_2478000
U00096.2|slice_2506000_2508000	U00096.2|slice_2506000_2508000
U00096.2|slice_2506000_2508000	NC_000913.3|slice_2508000_2510000
U00096.2|slice_2506000_2508000	NC_002695.1|slice_3236000_3238000
U00096.2|slice_2538000_2540000	U00096.2|slice_2538000_2540000
U00096.2|slice_2538000_2540000	NC_000913.3|slice_2540000_2542000
U00096.2|slice_2538000_2540000	NC_014121.1|slice_3828000_3830000
U00096.2|slice_2538000_2540000	NC_016845.1|slice_3872000_3874000
U00096.2|slice_2570000_2572000	U00096.2|slice_2570000_2572000
U00096.2|slice_2570000_2572000	NC_000913.3|slice_2572000_2574000
U00096.2|slice_2570000_2572000	NC_002695.1|slice_3288000_3290000
U00096.2|slice_2602000_2604000	U00096.2|slice_2602000_2604000
U00096.2|slice_2602000_2604000	NC_000913.3|slice_2604000_2606000
U00096.2|slice_2602000_2604000	NC_002695.1|slice_3320000_3322000
U00096.2|slice_2634000_2636000	U00096.2|slice_2634000_2636000
U00096.2|slice_2634000_2636000	NC_000913.3|slice_2636000_2638000
U00096.2|slice_2634000_2636000	NC_002695.1|slice_3352000_3354000
U00096.2|slice_2634000_2636000	NC_014121.1|slice_3937000_3939000
U00096.2|slice_2666000_2668000	U00096.2|slice_2666000_2668000
U00096.2|slice_2666000_2668000	NC_000913.3|slice_2668000_2670000
U00096.2|slice_2698000_2700000	U00096.2|slice_2698000_2700000
U00096.2|slice_2698000_2700000	NC_000913.3|slice_2700000_2702000
