seq_id	label
NC_000964.3|slice_440000_442000	0
NC_000964.3|slice_441000_443000	0
NC_000964.3|slice_442000_444000	0
NC_000964.3|slice_443000_445000	0
NC_000964.3|slice_444000_446000	0
NC_000964.3|slice_445000_447000	0
NC_000964.3|slice_446000_448000	0
NC_000964.3|slice_447000_449000	0
NC_000964.3|slice_448000_450000	0
NC_000964.3|slice_449000_451000	0
NC_000964.3|slice_450000_452000	0
NC_000964.3|slice_451000_453000	0
NC_000964.3|slice_452000_454000	0
NC_000964.3|slice_453000_455000	0
NC_000964.3|slice_454000_456000	0
NC_000964.3|slice_455000_457000	0
NC_000964.3|slice_456000_458000	0
NC_000964.3|slice_457000_459000	0
NC_000964.3|slice_458000_460000	0
NC_000964.3|slice_459000_461000	0
NC_000964.3|slice_460000_462000	0
NC_000964.3|slice_461000_463000	0
NC_000964.3|slice_462000_464000	0
NC_000964.3|slice_463000_465000	0
NC_000964.3|slice_464000_466000	0
NC_000964.3|slice_465000_467000	0
NC_000964.3|slice_466000_468000	0
NC_000964.3|slice_467000_469000	0
NC_000964.3|slice_468000_470000	0
NC_000964.3|slice_469000_471000	0
NC_000964.3|slice_470000_472000	0
NC_000964.3|slice_471000_473000	0
NC_000964.3|slice_472000_474000	0
NC_000964.3|slice_473000_475000	0
NC_000964.3|slice_474000_476000	0
NC_000964.3|slice_475000_477000	0
NC_000964.3|slice_476000_478000	0
NC_000964.3|slice_477000_479000	0
NC_000964.3|slice_478000_480000	0
NC_000964.3|slice_479000_481000	0
NC_000964.3|slice_480000_482000	0
NC_000964.3|slice_481000_483000	0
NC_000964.3|slice_482000_484000	0
NC_000964.3|slice_483000_485000	0
NC_000964.3|slice_484000_486000	0
NC_000964.3|slice_485000_487000	0
NC_000964.3|slice_486000_488000	0
NC_000964.3|slice_487000_489000	0
NC_000964.3|slice_488000_490000	0
NC_000964.3|slice_489000_491000	0
NC_000964.3|slice_490000_492000	0
NC_000964.3|slice_491000_493000	0
NC_000964.3|slice_492000_494000	0
NC_000964.3|slice_493000_495000	0
NC_000964.3|slice_494000_496000	0
NC_000964.3|slice_495000_497000	0
NC_000964.3|slice_496000_498000	0
NC_000964.3|slice_497000_499000	0
NC_000964.3|slice_498000_500000	0
NC_000964.3|slice_499000_501000	0
NC_000964.3|slice_500000_502000	0
NC_000964.3|slice_501000_503000	0
NC_000964.3|slice_502000_504000	0
NC_000964.3|slice_503000_505000	0
NC_000964.3|slice_504000_506000	0
NC_000964.3|slice_505000_507000	0
NC_000964.3|slice_506000_508000	0
NC_000964.3|slice_507000_509000	0
NC_000964.3|slice_508000_510000	0
NC_000964.3|slice_509000_511000	0
NC_000964.3|slice_510000_512000	0
NC_000964.3|slice_511000_513000	0
NC_000964.3|slice_512000_514000	0
NC_000964.3|slice_513000_515000	0
NC_000964.3|slice_514000_516000	0
NC_000964.3|slice_515000_517000	0
NC_000964.3|slice_516000_518000	0
NC_000964.3|slice_517000_519000	0
NC_000964.3|slice_518000_520000	0
NC_000964.3|slice_519000_521000	0
NC_000964.3|slice_520000_522000	0
NC_000964.3|slice_521000_523000	0
NC_000964.3|slice_522000_524000	0
NC_000964.3|slice_523000_525000	0
NC_000964.3|slice_524000_526000	0
NC_000964.3|slice_525000_527000	0
NC_000964.3|slice_526000_528000	0
NC_000964.3|slice_527000_529000	0
NC_000964.3|slice_528000_530000	0
NC_000964.3|slice_529000_531000	0
NC_000964.3|slice_530000_532000	0
NC_000964.3|slice_531000_533000	0
NC_000964.3|slice_532000_534000	0
NC_000964.3|slice_533000_535000	0
NC_000964.3|slice_534000_536000	0
NC_000964.3|slice_535000_537000	0
NC_000964.3|slice_536000_538000	0
NC_000964.3|slice_537000_539000	0
NC_000964.3|slice_538000_540000	0
NC_000964.3|slice_539000_541000	0
NC_000964.3|slice_540000_542000	0
NC_000964.3|slice_541000_543000	0
NC_000964.3|slice_542000_544000	0
NC_000964.3|slice_543000_545000	0
NC_000964.3|slice_544000_546000	0
NC_000964.3|slice_545000_547000	0
NC_000964.3|slice_546000_548000	0
NC_000964.3|slice_547000_549000	0
NC_000964.3|slice_548000_550000	0
NC_000964.3|slice_549000_551000	0
NC_000964.3|slice_550000_552000	0
NC_000964.3|slice_551000_553000	0
NC_000964.3|slice_552000_554000	0
NC_000964.3|slice_553000_555000	0
NC_000964.3|slice_554000_556000	0
NC_000964.3|slice_555000_557000	0
NC_000964.3|slice_556000_558000	0
NC_000964.3|slice_557000_559000	0
NC_000964.3|slice_558000_560000	0
NC_000964.3|slice_559000_561000	0
NC_000964.3|slice_560000_562000	0
NC_000964.3|slice_561000_563000	0
NC_000964.3|slice_562000_564000	0
NC_000964.3|slice_563000_565000	0
NC_000964.3|slice_564000_566000	0
NC_000964.3|slice_565000_567000	0
NC_000964.3|slice_566000_568000	0
NC_000964.3|slice_567000_569000	0
NC_000964.3|slice_568000_570000	0
NC_000964.3|slice_569000_571000	0
NC_000964.3|slice_570000_572000	0
NC_000964.3|slice_571000_573000	0
NC_000964.3|slice_572000_574000	0
NC_000964.3|slice_573000_575000	0
NC_000964.3|slice_574000_576000	0
NC_000964.3|slice_575000_577000	0
NC_000964.3|slice_576000_578000	0
NC_000964.3|slice_577000_579000	0
NC_000964.3|slice_578000_580000	0
NC_000964.3|slice_579000_581000	0
NC_000964.3|slice_580000_582000	0
NC_000964.3|slice_581000_583000	0
NC_000964.3|slice_582000_584000	0
NC_000964.3|slice_583000_585000	0
NC_000964.3|slice_584000_586000	0
NC_000964.3|slice_585000_587000	0
NC_000964.3|slice_586000_588000	0
NC_000964.3|slice_587000_589000	0
NC_000964.3|slice_588000_590000	0
NC_000964.3|slice_589000_591000	0
NC_000964.3|slice_590000_592000	0
NC_000964.3|slice_591000_593000	0
NC_000964.3|slice_592000_594000	0
NC_000964.3|slice_593000_595000	0
NC_000964.3|slice_594000_596000	0
NC_000964.3|slice_595000_597000	0
NC_000964.3|slice_596000_598000	0
NC_000964.3|slice_597000_599000	0
NC_000964.3|slice_598000_600000	0
NC_000964.3|slice_599000_601000	0
NC_000964.3|slice_600000_602000	0
NC_000964.3|slice_601000_603000	0
NC_000964.3|slice_602000_604000	0
NC_000964.3|slice_603000_605000	0
NC_000964.3|slice_604000_606000	0
NC_000964.3|slice_605000_607000	0
NC_000964.3|slice_606000_608000	0
NC_000964.3|slice_607000_609000	0
NC_000964.3|slice_608000_610000	0
NC_000964.3|slice_609000_611000	0
NC_000964.3|slice_610000_612000	0
NC_000964.3|slice_611000_613000	0
NC_000964.3|slice_612000_614000	0
NC_000964.3|slice_613000_615000	0
NC_000964.3|slice_614000_616000	0
NC_000964.3|slice_615000_617000	0
NC_000964.3|slice_616000_618000	0
NC_000964.3|slice_617000_619000	0
NC_000964.3|slice_618000_620000	0
NC_000964.3|slice_619000_621000	0
NC_000964.3|slice_620000_622000	0
NC_000964.3|slice_621000_623000	0
NC_000964.3|slice_622000_624000	0
NC_000964.3|slice_623000_625000	0
NC_000964.3|slice_624000_626000	0
NC_000964.3|slice_625000_627000	0
NC_000964.3|slice_626000_628000	0
NC_000964.3|slice_627000_629000	0
NC_000964.3|slice_628000_630000	0
NC_000964.3|slice_629000_631000	0
NC_000964.3|slice_630000_632000	0
NC_000964.3|slice_631000_633000	0
NC_000964.3|slice_632000_634000	0
NC_000964.3|slice_633000_635000	0
NC_000964.3|slice_634000_636000	0
NC_000964.3|slice_635000_637000	0
NC_000964.3|slice_636000_638000	0
NC_000964.3|slice_637000_639000	0
NC_000964.3|slice_638000_640000	0
NC_000964.3|slice_639000_641000	0
NC_000964.3|slice_640000_642000	0
NC_000964.3|slice_641000_643000	0
NC_000964.3|slice_642000_644000	0
NC_000964.3|slice_643000_645000	0
NC_000964.3|slice_644000_646000	0
NC_000964.3|slice_645000_647000	0
NC_000964.3|slice_646000_648000	0
NC_000964.3|slice_647000_649000	0
NC_000964.3|slice_648000_650000	0
NC_000964.3|slice_649000_651000	0
NC_000964.3|slice_650000_652000	0
NC_000964.3|slice_651000_653000	0
NC_000964.3|slice_652000_654000	0
NC_000964.3|slice_653000_655000	0
NC_000964.3|slice_654000_656000	0
NC_000964.3|slice_655000_657000	0
NC_000964.3|slice_656000_658000	0
NC_000964.3|slice_657000_659000	0
NC_000964.3|slice_658000_660000	0
NC_000964.3|slice_659000_661000	0
NC_000964.3|slice_660000_662000	0
NC_000964.3|slice_661000_663000	0
NC_000964.3|slice_662000_664000	0
NC_000964.3|slice_663000_665000	0
NC_000964.3|slice_664000_666000	0
NC_000964.3|slice_665000_667000	0
NC_000964.3|slice_666000_668000	0
NC_000964.3|slice_667000_669000	0
NC_000964.3|slice_668000_670000	0
NC_000964.3|slice_669000_671000	0
NC_000964.3|slice_670000_672000	0
NC_000964.3|slice_671000_673000	0
NC_000964.3|slice_672000_674000	0
NC_000964.3|slice_673000_675000	0
NC_000964.3|slice_674000_676000	0
NC_000964.3|slice_675000_677000	0
NC_000964.3|slice_676000_678000	0
NC_000964.3|slice_677000_679000	0
NC_000964.3|slice_678000_680000	0
NC_000964.3|slice_679000_681000	0
NC_000964.3|slice_680000_682000	0
NC_000964.3|slice_681000_683000	0
NC_000964.3|slice_682000_684000	0
NC_000964.3|slice_683000_685000	0
NC_000964.3|slice_684000_686000	0
NC_000964.3|slice_685000_687000	0
NC_000964.3|slice_686000_688000	0
NC_000964.3|slice_687000_689000	0
NC_000964.3|slice_688000_690000	0
NC_000964.3|slice_689000_691000	0
NC_000964.3|slice_690000_692000	0
NC_000964.3|slice_691000_693000	0
NC_000964.3|slice_692000_694000	0
NC_000964.3|slice_693000_695000	0
NC_000964.3|slice_694000_696000	0
NC_000964.3|slice_695000_697000	0
NC_000964.3|slice_696000_698000	0
NC_000964.3|slice_697000_699000	0
NC_000964.3|slice_698000_700000	0
NC_000964.3|slice_699000_701000	0
NC_000964.3|slice_700000_702000	0
NC_000964.3|slice_701000_703000	0
NC_000964.3|slice_702000_704000	0
NC_000964.3|slice_703000_705000	0
NC_000964.3|slice_704000_706000	0
NC_000964.3|slice_705000_707000	0
NC_000964.3|slice_706000_708000	0
NC_000964.3|slice_707000_709000	0
NC_000964.3|slice_708000_710000	0
NC_000964.3|slice_709000_711000	0
NC_000964.3|slice_710000_712000	0
NC_000964.3|slice_711000_713000	0
NC_000964.3|slice_712000_714000	0
NC_000964.3|slice_713000_715000	0
NC_000964.3|slice_714000_716000	0
NC_000964.3|slice_715000_717000	0
NC_000964.3|slice_716000_718000	0
NC_000964.3|slice_717000_719000	0
NC_000964.3|slice_718000_720000	0
NC_000964.3|slice_719000_721000	0
NC_000964.3|slice_720000_722000	0
NC_000964.3|slice_721000_723000	0
NC_000964.3|slice_722000_724000	0
NC_000964.3|slice_723000_725000	0
NC_000964.3|slice_724000_726000	0
NC_000964.3|slice_725000_727000	0
NC_000964.3|slice_726000_728000	0
NC_000964.3|slice_727000_729000	0
NC_000964.3|slice_728000_730000	0
NC_000964.3|slice_729000_731000	0
NC_000964.3|slice_730000_732000	0
NC_000964.3|slice_731000_733000	0
NC_000964.3|slice_732000_734000	0
NC_000964.3|slice_733000_735000	0
NC_000964.3|slice_734000_736000	0
NC_000964.3|slice_735000_737000	0
